Pathways	Object ID	Sub-Pathways
<i>m</i>-xylene degradation (anaerobic)	PWY-142	
C20 prostanoid biosynthesis	PWY66-374	
carbon monoxide oxidation to CO<sub>2</sub>	PWY-7750	
CDP-ascarylose biosynthesis	PWY-5830	
GDP-glucose biosynthesis	PWY-5661	
quercetin glucoside biosynthesis (<i>Allium</i>)	PWY-7129	
diphenylamine degradation	PWY-6532	
glycogen degradation II	PWY-5941	
pyruvate fermentation to acetate IV	PWY-5485	acetate and ATP formation from acetyl-CoA I
CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis	PWY-5833	
quercetin diglycoside biosynthesis (pollen-specific)	PWY-7192	
(-)-dehydrodiconiferyl alcohol degradation	PWY-7557	
androgen biosynthesis	PWY66-378	
methanogenesis from methanol	CO2FORM-PWY	
CDP-D-mannitol biosynthesis	PWY-7127	
fatty acid biosynthesis initiation (plant mitochondria)	PWY-6799	
orthanilate degradation	2ASDEG-PWY	
superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis	PWY-5823	"CDP-tyvelose biosynthesis"" // ""CDP-ascarylose biosynthesis"" // ""CDP-abequose biosynthesis"" // ""CDP-paratose biosynthesis"" // ""CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis"
pyruvate fermentation to acetate VII	PWY-5600	acetate and ATP formation from acetyl-CoA I
fatty acid biosynthesis initiation (animals and fungi, cytoplasm)	PWY-5966-1	
superpathway of nicotinate degradation	PWY-5062	"nicotinate degradation II"" // ""nicotinate degradation III"" // ""nicotinate degradation I"
juvenile hormone III biosynthesis II	PWY-6650	
superpathway of C1 compounds oxidation to CO<sub>2</sub>	PWY-1882	"methane oxidation to methanol I"" // ""formate oxidation to CO<sub>2</sub>"" // ""formaldehyde oxidation VI (H<sub>4</sub>MPT pathway)"" // ""formaldehyde oxidation IV (thiol-independent)"" // ""formaldehyde oxidation II (glutathione-dependent)"" // ""methanol and methylamine oxidation to formaldehyde"
methylthiopropanonate degradation II (demethylation)	PWY-6045	
CDP-paratose biosynthesis	PWY-5832	
GDP-L-colitose biosynthesis	PWY-5740	
fatty acid biosynthesis initiation (bacteria and plants)	PWY-4381	
chlorogenic acid degradation	PWY-6781	
(1,4)-&beta;-D-xylan degradation	PWY-6717	
CDP-D-arabitol biosynthesis	PWY-6998	
fatty acid biosynthesis initiation (mitochondria)	PWY66-429	
terephthalate degradation	PWY-7795	
mineralocorticoid biosynthesis	PWY66-382	
formate oxidation to CO<sub>2</sub>	PWY-1881	
(4<i>S</i>)-carveol and (4<i>S</i>)-dihydrocarveol degradation	PWY-5927	
sterculate biosynthesis	PWY-4942	
4-toluenecarboxylate degradation	4TOLCARBDEG-PWY	
(4<i>R</i>)-carveol and (4<i>R</i>)-dihydrocarveol degradation	PWY-5922	
cyclopropane fatty acid (CFA) biosynthesis	PWY0-541	
<i>p</i>-cumate degradation	PWY-5273	"2-hydroxypenta-2,4-dienoate degradation"" // ""<I>p</I>-cumate degradation to 2-hydroxypentadienoate"
superpathway of steroid hormone biosynthesis	PWY-7305	"estradiol biosynthesis II"" // ""estradiol biosynthesis I (via estrone)"" // ""androgen biosynthesis"" // ""glucocorticoid biosynthesis"" // ""mineralocorticoid biosynthesis"" // ""pregnenolone biosynthesis"" // ""progesterone biosynthesis"
methylthiopropanoate degradation I (cleavage)	PWY-6048	
catechol degradation to &beta;-ketoadipate	CATECHOL-ORTHO-CLEAVAGE-PWY	
GDP-L-fucose biosynthesis I (from GDP-D-mannose)	PWY-66	
10-<i>cis</i>-heptadecenoyl-CoA degradation (yeast)	PWY-7337	
superpathway of aromatic compound degradation via 2-hydroxypentadienoate	PWY-6954	"benzoate degradation I (aerobic)"" // ""mandelate degradation I"" // ""naphthalene degradation (aerobic)"" // ""salicylate degradation I"" // ""toluene degradation to 2-hydroxypentadienoate (<I>via</I> toluene-<I>cis</I>-diol)"" // ""protocatechuate degradation III (<I>para</I>-cleavage pathway)"" // ""catechol degradation to 2-hydroxypentadienoate I"" // ""2-hydroxypenta-2,4-dienoate degradation"" // ""anthranilate degradation I (aerobic)"" // ""L-tryptophan degradation I (via anthranilate)"" // ""4-hydroxymandelate degradation"" // ""quinate degradation I"" // ""shikimate degradation I"
homogalacturonan degradation	PWY-1081	
catechol degradation III (ortho-cleavage pathway)	PWY-5417	"3-oxoadipate degradation"" // ""catechol degradation to &beta;-ketoadipate"
9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	PWY-7340	
pinoresinol degradation	PWY-7982	
aspirin triggered resolvin E biosynthesis	PWY66-394	
aromatic compounds degradation via &beta;-ketoadipate	PWY-5431	"protocatechuate degradation II (ortho-cleavage pathway)"" // ""3-oxoadipate degradation"" // ""catechol degradation to &beta;-ketoadipate"
fatty acid &alpha;-oxidation I (plants)	PWY-2501	
methylgallate degradation	METHYLGALLATE-DEGRADATION-PWY	
catechol degradation I (<I>meta</I>-cleavage pathway)	PWY-5415	"2-hydroxypenta-2,4-dienoate degradation"" // ""catechol degradation to 2-hydroxypentadienoate I"
3-dehydroquinate biosynthesis I	PWY-6164	
fatty acid &beta;-oxidation VI (mammalian peroxisome)	PWY66-391	
paraoxon degradation	PWY-5490	
bombykol biosynthesis	PWY-7423	
GDP-6-deoxy-D-<i>altro</i>-heptose biosynthesis	PWY-7610	
catechol degradation II (<I>meta</I>-cleavage pathway)	PWY-5420	"catechol degradation to 2-hydroxypentadienoate II"" // ""2-hydroxypenta-2,4-dienoate degradation"
fatty acid &beta;-oxidation III (unsaturated, odd number)	PWY-5137	
4-amino-3-hydroxybenzoate degradation	PWY-7006	
dermatan sulfate degradation (metazoa)	PWY-6576	
catechol degradation to 2-hydroxypentadienoate I	P183-PWY	
3-dehydroquinate biosynthesis II (archaea)	PWY-6160	
fatty acid &beta;-oxidation VII (yeast peroxisome)	PWY-7288	
biphenyl degradation	PWY5F9-12	
catecholamine biosynthesis	PWY66-301	
catechol degradation to 2-hydroxypentadienoate II	PWY-5419	
oleate &beta;-oxidation (reductase-dependent, yeast)	PWY-7307	
aldoxime degradation	P345-PWY	
sulfur oxidation IV (intracellular sulfur)	PWY-6675	
10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent, yeast)	PWY-7339	
4-methylcatechol degradation (<i>ortho</i> cleavage)	PWY-6185	
serotonin and melatonin biosynthesis	PWY-6030	
GDP-mannose biosynthesis	PWY-5659	
fatty acid &beta;-oxidation I (generic)	FAO-PWY	
2-propylphenol degradation	PWY-7010	
superpathway of sulfur oxidation (<i>Acidianus ambivalens</i>)	PWY-5304	"thiosulfate oxidation II (via tetrathionate)"" // ""sulfite oxidation I"" // ""sulfite oxidation II"" // ""sulfur disproportionation II (aerobic)"
xyloglucan degradation I (endoglucanase)	PWY-6791	
rosmarinic acid biosynthesis II	PWY-5049	
&beta;-methyl-branched fatty acid &alpha;-oxidation	PWY66-387	
pregnenolone biosynthesis	PWY66-377	
fatty acid &beta;-oxidation II (plant peroxisome)	PWY-5136	
rosmarinic acid biosynthesis I	PWY-5048	
fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	PWY-6837	
juvenile hormone III biosynthesis I	PWY-6575	
oleate &beta;-oxidation (thioesterase-dependent, yeast)	PWY-7292	
pinitol biosynthesis II	PWY-6739	
10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast)	PWY-7338	
glucocorticoid biosynthesis	PWY66-381	
oleate &beta;-oxidation	PWY0-1337	
pinitol biosynthesis I	PWY-6738	
alkane oxidation	PWY-2724	
ecdysone and 20-hydroxyecdysone biosynthesis	PWY-7300	
fatty acid &beta;-oxidation IV (unsaturated, even number)	PWY-5138	
oleate &beta;-oxidation (isomerase-dependent, yeast)	PWY-7291	
15-<i>epi</i>-lipoxin biosynthesis	PWY66-393	
ipsdienol biosynthesis	PWY-7410	
mannitol biosynthesis	PWY-3881	
protein ubiquitination	PWY-7511	
resolvin D biosynthesis	PWY66-397	
indole-3-acetate inactivation III	PWY-1981	
ectoine degradation	PWY-7855	
protein <i>S</i>-nitrosylation and denitrosylation	PWY-7798	
D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis	PWY-6351	
superpathway of ornithine degradation	ORNDEG-PWY	"putrescine degradation II"" // ""putrescine degradation I"
<i>Spodoptera littoralis</i> pheromone biosynthesis	PWY-7656	
D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis	PWY-6365	
isopropylamine degradation	PWY-5736	
poly-hydroxy fatty acids biosynthesis	PWY-6710	
lipoprotein posttranslational modification	PWY-7884	
inositol diphosphates biosynthesis	PWY-6369	
superpathway of trimethylamine degradation	PWY-6962	"trimethylamine degradation"" // ""methylamine degradation II"
leukotriene biosynthesis	PWY66-375	
cellulose degradation II (fungi)	PWY-6788	
indole-3-acetate inactivation V	PWY-5788	
galactosylcyclitol biosynthesis	PWY-5338	
aromatic biogenic amine degradation (bacteria)	PWY-7431	
sulfite oxidation II	PWY-5279	
cellulose and hemicellulose degradation (cellulolosome)	PWY-6784	
protein SAMPylation and SAMP-mediated thiolation	PWY-7887	
D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis	PWY-6364	
dopamine degradation	PWY6666-2	
thyroid hormone biosynthesis	PWY-6241	
nitric oxide biosynthesis III (bacteria)	PWY-7860	
cellulose degradation I (cellulosome)	PWY-6805	
quebrachitol biosynthesis	PWY-8078	
superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation	GLCMANNANAUT-PWY	"<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I"" // ""<i>N</i>-acetylglucosamine degradation I"
sulfite oxidation IV	PWY-5326	
hydroxylated fatty acid biosynthesis (plants)	PWY-6433	
protein Pupylation and dePupylation	PWY-7893	
<i>myo</i>-inositol biosynthesis	PWY-2301	
&gamma;-butyrobetaine degradation	PWY-3621	L-carnitine degradation II
estradiol biosynthesis I (via estrone)	PWY66-380	
indole-3-acetate inactivation VIII	PWY-6219	
superpathway of D-<i>myo</i>-inositol (1,4,5)-trisphosphate metabolism	PWY-6358	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation"" // ""D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis"
histamine degradation	PWY-6181	
sulfite oxidation III	PWY-5278	
procollagen hydroxylation and glycosylation	PWY-7894	
D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate biosynthesis	PWY-6366	
1,4-dimethylbenzene degradation to 4-methylbenzoate	PWY-5429	
triethylamine degradation	PWY-7085	
progesterone biosynthesis	PWY-7299	
nitric oxide biosynthesis I (plants)	PWY-6845	
ethanolamine utilization	PWY0-1477	
leucopelargonidin and leucocyanidin biosynthesis	PWY1F-823	
lactose degradation III	BGALACT-PWY	
protein NEDDylation	PWY-7899	
proline betaine degradation	P561-PWY	
lipoxin biosynthesis	PWY66-392	
indole-3-acetate inactivation IX	PWY-1741	
superpathway of phenylethylamine degradation	PWY-6071	"phenylacetate degradation I (aerobic)"" // ""phenylethylamine degradation I"
5-oxo-L-proline metabolism	PWY-7942	
1,3-dimethylbenzene degradation to 3-methylbenzoate	PWY-5428	
trimethylamine degradation	PWY-6968	
estradiol biosynthesis II	PWY-7306	
leucodelphinidin biosynthesis	PWY-5152	
lactose degradation II	LACTOSEUTIL-PWY	
periplasmic disulfide bond formation	PWY0-1599	
aspirin triggered resolvin D biosynthesis	PWY66-395	
indole-3-acetate inactivation II	PWY-1962	
L-alanine degradation I	ALADEG-PWY	
periplasmic disulfide bond reduction	PWY0-1600	
(8<i>E</i>,10<i>E</i>)-dodeca-8,10-dienol biosynthesis	PWY-7654	
L-alanine degradation II (to D-lactate)	ALACAT2-PWY	
gentisate degradation I	PWY-6223	
ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide	PWY-7831	
indole-3-acetate inactivation VIII	PWY-5784	
L-alanine degradation IV	PWY1-2	
i antigen and I antigen biosynthesis	PWY-7837	
urate conversion to allantoin III	PWY-7849	
L-alanine degradation III	ALANINE-DEG3-PWY	
gentisate degradation II	PWY-7469	
complex <i>N</i>-linked glycan biosynthesis (plants)	PWY-7920	
oryzalexin D and E biosynthesis	PWY-7478	
indole-3-acetate inactivation VII	PWY-5811	
complex <i>N</i>-linked glycan biosynthesis (vertebrates)	PWY-7426	
urate conversion to allantoin II	PWY-7394	
itaconate biosynthesis II	PWY-8018	
hinokinin biosynthesis	PWY-7630	
protein <I>O</i>-mannosylation III (mammals, core M3)	PWY-7979	
oryzalexin A, B, and C biosynthesis	PWY-7489	
pyruvate fermentation to (<i>S</i>)-lactate	PWY-5481	
arsenate detoxification I (mammalian)	PWY-4202	
chitin derivatives degradation	PWY-6906	
indole-3-acetate inactivation I	PWY-1961	
chitin degradation II (Vibrio)	PWY-6902	
mucin core 3 and core 4 <i>O</i>-glycosylation	PWY-7435	
hemoglobin degradation	PWY-6423	
urate conversion to allantoin I	PWY-5691	
arsenate detoxification IV (mycothiol)	PWY-6421	
chitin degradation I (archaea)	PWY-6855	
superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY	"L-glutamate degradation II"" // ""L-asparagine biosynthesis II"" // ""L-aspartate biosynthesis"
itaconate biosynthesis I	PWY-5750	
sesamin biosynthesis	PWY-5469	
chitin degradation III (Serratia)	PWY-7822	
protein <I>N</i>-glycosylation (<i>Haloferax volcanii</i>)	PWY-7661	
momilactone A biosynthesis	PWY-7477	
arsenate detoxification II (glutaredoxin)	PWY-4621	
1,2,4,5-tetrachlorobenzene degradation	PWY-6099	
indole-3-acetate inactivation IV	PWY-2021	
superpathway of branched chain amino acid biosynthesis	BRANCHED-CHAIN-AA-SYN-PWY	"L-valine biosynthesis"" // ""L-isoleucine biosynthesis I (from threonine)"" // ""L-leucine biosynthesis"
1,3-dichlorobenzene degradation	PWY-6081	
biosynthesis of Lewis epitopes (H. pylori)	PWY-7833	
L-threonine degradation V	PWY66-428	
5-deoxystrigol biosynthesis	PWY-7101	
arsenate detoxification III (thioredoxin)	PWY-8101	
1,2,4-trichlorobenzene degradation	PWY-6091	
superpathway of aromatic amino acid biosynthesis	COMPLETE-ARO-PWY	"L-tryptophan biosynthesis"" // ""L-phenylalanine biosynthesis I"" // ""L-tyrosine biosynthesis I"" // ""chorismate biosynthesis I"
justicidin B biosynthesis	PWY-6824	
manganese oxidation II	PWY-6592	
1,4-dichlorobenzene degradation	14DICHLORBENZDEG-PWY	
protein <i>N</i>-glycosylation processing phase (plants and animals)	PWY-7919	
1,2-dichlorobenzene degradation	PWY-6090	
indole-3-acetate inactivation VI	PWY-5797	
superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	P4-PWY	"superpathway of L-threonine biosynthesis"" // ""L-methionine biosynthesis I"" // ""L-lysine biosynthesis I"
chlorobenzene degradation	PWY-6083	
purine deoxyribonucleosides salvage	PWY-7224	
protein <I>O</i>-mannosylation II (mammals, core M1 and core M2)	PWY-7922	
L-threonine degradation II	THREONINE-DEG2-PWY	
superpathway of L-phenylalanine and L-tyrosine biosynthesis	PWY-3481	"L-phenylalanine biosynthesis II"" // ""L-tyrosine biosynthesis II"
cyanuric acid degradation I	PWY-8025	
podophyllotoxin glucosides metabolism	PWY-7491	
xanthine and xanthosine salvage	SALVPURINE2-PWY	
manganese oxidation I	PWY-6591	
cyanuric acid degradation II	PWY-5169	
terminal <i>O</i>-glycans residues modification (via type 2 precursor disaccharide)	PWY-7434	i antigen and I antigen biosynthesis
chlorophyll <i>a</i> degradation III	PWY-7164	
superpathway of indole-3-acetate conjugate biosynthesis	PWY-1782	"indole-3-acetate inactivation IX"" // ""indole-3-acetate inactivation VIII"
superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-724	"L-lysine biosynthesis VI"" // ""L-homoserine biosynthesis"" // ""L-methionine biosynthesis II (plants)"" // ""L-threonine biosynthesis"
homolactic fermentation	ANAEROFRUCAT-PWY	"glycolysis III (from glucose)"" // ""pyruvate fermentation to (<i>S</i>)-lactate"
chlorophyll <i>a</i> degradation II	PWY-6927	
superpathway of purine nucleotide salvage	PWY66-409	"adenine and adenosine salvage VI"" // ""adenine and adenosine salvage I"" // ""guanine and guanosine salvage"" // ""adenosine deoxyribonucleotides <i>de novo</i> biosynthesis"" // ""adenosine ribonucleotides <i>de novo</i> biosynthesis"" // ""guanosine ribonucleotides <i>de novo</i> biosynthesis"
protein <I>N</i>-glycosylation (<i>Methanococcus voltae</i>)	PWY-7658	
heterolactic fermentation	P122-PWY	
L-threonine degradation I	PWY-5437	
&delta;-guaiene biosynthesis	PWY-6669	
chlorophyll <i>a</i> degradation I	PWY-5098	
superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>)	PWY-821	"homocysteine and cysteine interconversion"" // ""L-homocysteine biosynthesis"" // ""assimilatory sulfate reduction I"
cyanide detoxification II	PWY-7142	
(-)-4'-demethyl-epipodophyllotoxin biosynthesis	PWY-7749	
adenine and adenosine salvage III	PWY-6609	
ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide	PWY-7832	
(<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen	PWY-8086	
capsidiol biosynthesis	PWY-2921	
isorenieratene biosynthesis I (actinobacteria)	PWY-7938	
superpathway of L-serine and glycine biosynthesis I	SER-GLYSYN-PWY	"L-serine biosynthesis I"" // ""glycine biosynthesis I"
L-glutamate degradation VIII (to propanoate)	PWY-5088	"L-glutamate degradation VI (to pyruvate)"" // ""pyruvate fermentation to propanoate I"
protein <i>N</i>-glycosylation processing phase (yeast)	PWY-7918	
adenine and adenosine salvage VI	PWY-6619	
siroheme amide biosynthesis	PWY-5297	
L-threonine degradation IV	PWY-5436	
calonectrin biosynthesis	PWY-7711	
siroheme biosynthesis	PWY-5194	
matairesinol biosynthesis	PWY-5466	
protein <I>O</i>-mannosylation I (yeast)	PWY-7921	
adenine and adenosine salvage II	PWY-6605	
harzianum A and trichodermin biosynthesis	PWY-7714	
isorenieratene biosynthesis II (<i>Chlorobiaceae</i>)	PWY-7941	
mucin core 1 and core 2 <i>O</i>-glycosylation	PWY-7433	
adenine and adenosine salvage V	PWY-6611	
bacteriochlorophyll <i>c</i> biosynthesis	PWY-7759	
L-threonine degradation III (to methylglyoxal)	THRDLCTCAT-PWY	
geosmin biosynthesis	PWY-5950	
bacteriochlorophyll <i>d</i> biosynthesis	PWY-7758	
guanosine ribonucleotides <i>de novo</i> biosynthesis	PWY-7221	
diphyllin biosynthesis	PWY-6820	
adenine and adenosine salvage I	P121-PWY	
&alpha;-dystroglycan glycosylation	PWY-7981	
bacteriochlorophyll <i>b</i> biosynthesis	PWY-7762	
zerumbone biosynthesis	PWY-6265	
bacteriochlorophyll <i>a</i> biosynthesis	PWY-5526	
creatinine degradation III	PWY-4741	
protein <i>O</i>-[<i>N</i>-acetyl]-glucosylation	PWY-7437	
adenine salvage	PWY-6610	
bacteriochlorophyll <i>e</i> biosynthesis	PWY-7760	
creatinine degradation II	PWY-4722	
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY	
stellatic acid biosynthesis	PWY-7736	
chlorophyll <i>a</i> biosynthesis II	PWY-5064	
creatinine degradation I	CRNFORCAT-PWY	
adenosine ribonucleotides <i>de novo</i> biosynthesis	PWY-7219	
(+)-secoisolariciresinol diglucoside biosynthesis	PWY-7487	
superpathway of bacteriochlorophyll <i>a</i> biosynthesis	PWY-5529	"tetrapyrrole biosynthesis II (from glycine)"" // ""3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic)"" // ""bacteriochlorophyll <i>a</i> biosynthesis"
(S)-reticuline biosynthesis II	PWY-6133	
botrydial biosynthesis	PWY-6278	
chlorophyll <i>a</i> biosynthesis I	PWY-5086	
heme degradation IV	PWY-7843	
(<i>S</i>)-reticuline biosynthesis I	PWY-3581	
chlorophyll cycle	PWY-5068	
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II	UDPNACETYLGALSYN-PWY	
selinene biosynthesis	PWY-6294	
chlorophyll <i>a</i> biosynthesis III	PWY-7764	
inosine-5'-phosphate biosynthesis II	PWY-6124	
arctigenin and isoarctigenin biosynthesis	PWY-7631	
1,2-dichloroethane degradation	12DICHLORETHDEG-PWY	
3,8-divinyl-chlorophyllide <i>a</i> biosynthesis III (aerobic, light independent)	PWY-7159	
UDP-&beta;-L-rhamnose biosynthesis	PWY-3261	
zealexin biosynthesis	PWY-6888	
3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic)	PWY-5531	
heme degradation V	PWY-7846	
hydrogen production I	PWY-6744	
3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	CHLOROPHYLL-SYN	
&gamma;-hexachlorocyclohexane degradation	GAMMAHEXCHLORDEG-PWY	
L-tryptophan biosynthesis	TRPSYN-PWY	
oleoresin sesquiterpene volatiles biosynthesis	PWY-5425	
mannosylglucosylglycerate biosynthesis II	PWY-6687	
cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	PWY-6946	
8-methylmenaquinone biosynthesis	PWY-7864	
inosine-5'-phosphate biosynthesis I	PWY-6123	
6-methoxypodophyllotoxin biosynthesis	PWY-5479	
tetrachloroethene degradation	PCEDEG-PWY	
cholesterol degradation to androstenedione I (cholesterol oxidase)	PWY-6945	
UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)	PWY-4	
nivalenol biosynthesis	PWY-7713	
&omega;-sulfo-II-dihydromenaquinone-9 biosynthesis	PWY-7781	
superpathway of cholesterol degradation I (cholesterol oxidase)	PWY-6928	"cholesterol degradation to androstenedione I (cholesterol oxidase)"" // ""androstenedione degradation"
heme degradation I	PWY-5874	
hydrogen production III	PWY-6759	
superpathway of cholesterol degradation II (cholesterol dehydrogenase)	PWY-6947	"cholesterol degradation to androstenedione II (cholesterol dehydrogenase)"" // ""androstenedione degradation"
pentachlorophenol degradation	PCPDEG-PWY	
L-lysine degradation III	LYSDEGII-PWY	
gossypol biosynthesis	PWY-5773	
mannosylglucosylglycerate biosynthesis I	PWY-6686	
choline biosynthesis II	PWY-3542	
&beta;-dihydromenaquinone-9 biosynthesis	PWY-7993	
inosine-5'-phosphate biosynthesis III	PWY-7234	
sesaminol glucoside biosynthesis	PWY-7139	
trichloroethene degradation	PWY-5822	
choline biosynthesis I	PWY-3385	
UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	PWY-4861	
xylan biosynthesis	PWY-5800	
patchoulol biosynthesis	PWY-6258	
1,4-dihydroxy-6-naphthoate biosynthesis II	PWY-7371	
choline biosynthesis III	PWY-3561	
heme degradation II	PWY-7845	
hydrogen production VI	PWY-6780	
choline-<i>O</i>-sulfate degradation	P542-PWY	choline degradation I
3&beta;-hydroxysesquiterpene lactone biosynthesis	PWY-7497	
L-lysine degradation IV	PWY-5280	
T-2 toxin biosynthesis	PWY-7730	
senecionine N-oxide biosynthesis	PWY-6852	
choline degradation IV	PWY-7494	choline degradation II
1,4-dihydroxy-6-naphthoate biosynthesis I	PWY-7374	
choline degradation I	CHOLINE-BETAINE-ANA-PWY	
costunolide biosynthesis	PWY-6540	
UDP-D-apiose biosynthesis (from UDP-D-glucuronate)	PWY-5113	
santalene biosynthesis I	PWY-6254	
L-ascorbate biosynthesis VI (engineered pathway)	PWY-7165	
choline degradation III	PWY-7167	
heme degradation VII	PWY-7848	
hydrogen production II	PWY-6758	
choline degradation II	PWY-3721	
artemisinin and arteannuin B biosynthesis	PWY-5195	
thiosulfate disproportionation IV (rhodanese)	PWY-5350	
L-lysine degradation VII	PWY-5311	
&beta;-caryophyllene biosynthesis	PWY-6275	
L-ascorbate biosynthesis II (L-gulose pathway)	PWY4FS-11	
sulfur reduction III	PWY-7976	
peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	PEPTIDOGLYCANSYN-PWY	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)
UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)	PWY-63	
valencene and 7-epi-&alpha;-selinene biosynthesis	PWY-6291	
L-ascorbate biosynthesis V	PWY-6415	"UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)"" // ""UDP-&alpha;-D-glucose biosynthesis I"
heme degradation III	PWY-7844	
hydrogen production V	PWY-6772	
sulfur reduction II (via polysulfide)	PWY-5364	
2,4-dichlorophenoxyacetate degradation	PWY-6085	
peptidoglycan biosynthesis III (mycobacteria)	PWY-6385	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)
taurine biosynthesis II	PWY-7850	
superpathway of L-lysine degradation	PWY-5327	"L-lysine fermentation to acetate and butanoate"" // ""L-lysine degradation III"" // ""L-lysine degradation XI (mammalian)"" // ""L-lysine degradation IV"" // ""L-lysine degradation V"" // ""L-lysine degradation VI"" // ""L-lysine degradation VII"" // ""L-lysine degradation VIII"" // ""L-lysine degradation IX"" // ""L-lysine degradation I"
santalene biosynthesis II	PWY-6836	
L-ascorbate biosynthesis IV	PWY3DJ-35471	
sulfur reduction I	PWY-5332	
4-chloro-2-methylphenoxyacetate degradation	PWY-6086	
UDP-<i>N,N'</i>-diacetylbacillosamine biosynthesis	PWY-7028	
peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	PWY0-1586	
sesquiterpenoid phytoalexins biosynthesis	PWY-2961	
&alpha;-amyrin biosynthesis	PWY-5377	
L-ascorbate biosynthesis III	PWY-5521	
heme degradation VI	PWY-7847	
superpathway of photosynthetic hydrogen production	PWY-7731	"hydrogen production VIII"" // ""photosynthesis light reactions"
5-chloro-3-methyl-catechol degradation	PWY-6102	
peptidoglycan biosynthesis II (staphylococci)	PWY-5265	"peptidoglycan cross-bridge biosynthesis I (S. aureus)"" // ""UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"
taurine biosynthesis I	PWY-5331	
L-lysine degradation II (L-pipecolate pathway)	PWY66-425	
deoxynivalenol biosynthesis	PWY-7712	
betulinate biosynthesis	PWY-7067	
L-ascorbate biosynthesis I (L-galactose pathway)	PWY-882	
quinate degradation I	QUINATEDEG-PWY	
chlorosalicylate degradation	PWY-6107	
UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	PWY-7090	
germacrene biosynthesis	PWY-5733	
saponin biosynthesis II	PWY-5756	
superpathway of hydrogen production	PWY-6751	"hydrogen production III"" // ""hydrogen production II"
quinate degradation II	PWY-6416	
2,4,6-trichlorophenol degradation	PWY-6178	
L-valine biosynthesis	VALSYN-PWY	
L-lysine degradation VI	PWY-5298	
curcumene biosynthesis	PWY-6257	
hopanoid biosynthesis (bacteria)	PWY-7072	
lychnose and isolychnose biosynthesis	PWY-6524	
chlorinated phenols degradation	PWY-6197	
UDP-<i>N</i>-acetyl-&beta;-L-fucosamine biosynthesis	PWY-7330	
ophiobolin F biosynthesis	PWY-7720	
staphyloxanthin biosynthesis	PWY-5875	
hydrogen production IV	PWY-6765	
protein <i>O</i>-glycosylation (Neisseria)	PWY-7037	
2,4,5-trichlorophenoxyacetate degradation	PWY-6200	
L-lysine degradation IX	PWY-5324	
cis-calamenene related sesquiterpenoids biosynthesis	PWY-6128	
avenacin A-2 biosynthesis	PWY-7474	
L-alanine biosynthesis II	ALANINE-SYN2-PWY	
prenylated FMNH<sub>2</sub> biosynthesis	PWY0-1597	
stachyose biosynthesis	PWY-5337	
linuron degradation	PWY-7496	
UDP-<i>N</i>-acetyl-&beta;-L-quinovosamine biosynthesis	PWY-7331	
flavin biosynthesis III (fungi)	PWY-6168	
